NameSup,CueSup,TestSup,AnswerSup,NameSub,CueSub,TestSub,AnswerSub,SupraTrials.thisRepN,SupraTrials.thisTrialN,SupraTrials.thisN,SupraTrials.thisIndex,SupraTests.thisRepN,SupraTests.thisTrialN,SupraTests.thisN,SupraTests.thisIndex,DistractorTrials.thisRepN,DistractorTrials.thisTrialN,DistractorTrials.thisN,DistractorTrials.thisIndex,SubliTrials.thisRepN,SubliTrials.thisTrialN,SubliTrials.thisN,SubliTrials.thisIndex,SubliTests.thisRepN,SubliTests.thisTrialN,SubliTests.thisN,SubliTests.thisIndex,polygon1.started,polygon1.stopped,welcome.started,welcome.stopped,polygon.started,polygon.stopped,ForenameSup.started,ForenameSup.stopped,CueSup1.started,CueSup1.stopped,BlankSup.started,BlankSup.stopped,polygon_2.started,polygon_2.stopped,dis1.started,dis1.stopped,polygon_3.started,polygon_3.stopped,instruction.started,instruction.stopped,dis1key.keys,dis1key.rt,dis1key.started,dis1key.stopped,polygon_4.started,polygon_4.stopped,suptest.started,suptest.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,distractor1.started,distractor1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_7.started,polygon_7.stopped,textphase2.started,textphase2.stopped,polygon_6.started,polygon_6.stopped,ForenameSub.started,ForenameSub.stopped,Mask1.started,Mask1.stopped,Cue.started,Cue.stopped,Mask2.started,Mask2.stopped,blank1.started,blank1.stopped,polygon_8.started,polygon_8.stopped,SubTest.started,SubTest.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,age,sex,occupation,date,expName,psychopyVersion,frameRate,
,,Tyron,n,,,,,,,,,0,32,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.59528870000213,None,167.59528870000213,None,o,0,0.08152680000057444,167.59528870000213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Talia,n,,,,,,,,,0,33,33,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.71329040000273,None,167.71329040000273,None,n,1,0.11883229999511968,167.71329040000273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Vicky,n,,,,,,,,,0,34,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.87256519999937,None,167.87256519999937,None,o,0,0.04840359999798238,167.87256519999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Raven,o,,,,,,,,,0,35,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.96041860000696,None,167.96041860000696,None,n,0,0.0899411999998847,167.96041860000696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Sarah,n,,,,,,,,,0,36,36,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.09561100001156,None,168.09561100001156,None,o,0,0.09240170000703074,168.09561100001156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Wendy,o,,,,,,,,,0,37,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.22968620000756,None,168.22968620000756,None,n,0,0.09295850001217332,168.22968620000756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Nicko,n,,,,,,,,,0,38,38,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.36170629999833,None,168.36170629999833,None,o,0,0.1031343999929959,168.36170629999833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,Paris,o,,,,,,,,,0,39,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5117723000003,None,168.5117723000003,None,n,0,0.08545800000138115,168.5117723000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.62937090000196,None,168.62937090000196,None,0,1.459484799997881,168.62937090000196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.12399140000343,None,170.12399140000343,None,0,0.90742789999058,170.12399140000343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.07954070001142,None,171.07954070001142,None,0,1.2545293000002857,171.07954070001142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.37358550001227,None,172.37358550001227,None,0,0.9731571000011172,172.37358550001227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.38097820000257,None,173.38097820000257,None,0,1.9916474999918137,173.38097820000257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Jessa,REMEMBER,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.39809450000757,None,175.39809450000757,None,180.4511760000023,None,180.4511760000023,181.67355130000215,181.62674780000816,181.7333312000119,181.7333312000119,181.7761823000037,181.75639720000618,182.01102610000817,181.9727203000075,183.6761622000049,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Liana,REMEMBER,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.74575330001244,None,183.74575330001244,184.95613859999867,184.9459468999994,185.02369650000765,185.00519290000375,185.04428870000993,185.04428870000993,185.30610980000347,185.30610980000347,None,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Flynn,REMEMBER,,,,,,,,,,,,,,,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.01069140000618,None,187.01069140000618,188.22631910000928,188.19242479999957,188.27151890000096,188.27151890000096,188.31191950000357,188.31191950000357,188.57200620000367,188.54541710000194,190.26204870000947,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Dylan,FORGET,,,,,,,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.31917610000528,None,190.31917610000528,191.55067789999885,191.49510890000965,191.5899528000009,191.5638187000004,191.61155320001126,191.61155320001126,191.87329830000817,191.85523990000365,193.56074280000757,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Mabel,FORGET,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.61580700000923,None,193.61580700000923,194.82692980000866,194.80690960001084,194.8806881000055,194.8806881000055,194.92323320001015,194.8951922000124,195.15251470000658,195.15251470000658,196.8731778000074,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Floyd,REMEMBER,,,,,,,,,,,,,,,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.95631670000148,None,196.95631670000148,198.17567900000722,198.15577280000434,198.22443700001168,198.20386210001016,198.24524050000764,198.24524050000764,198.5101660000073,198.48924920000718,None,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Carey,FORGET,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.25459229999979,None,200.25459229999979,201.45774490000622,201.4383458000084,201.5108925000095,201.4903786000068,201.53862340000342,201.53862340000342,201.7903348000109,201.7903348000109,203.50504100001126,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Gregg,FORGET,,,,,,,,,,,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.55652930001088,None,203.55652930001088,204.77223870001035,204.74414850000176,204.82423070000368,204.80366460001096,204.84560490000877,204.84560490000877,205.1030735000095,205.09355440000945,None,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Heath,REMEMBER,,,,,,,,,,,,,,,0,8,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.8556946000026,None,206.8556946000026,208.05934830001206,208.02531830000225,208.09528200000932,208.07660310000938,208.1216628000111,208.1216628000111,208.39028150000377,208.3708706000034,210.06776370000443,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Diana,FORGET,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.11826210000436,None,210.11826210000436,211.32733280000684,211.3052871000109,211.38947400001052,211.37062410000362,211.40778069999942,211.40778069999942,211.67483540000103,211.63558600000397,213.33554030000232,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Brena,REMEMBER,,,,,,,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.42271090000577,None,213.42271090000577,214.63579470000695,214.60407050000504,214.6770952000079,214.6770952000079,214.72724690000177,214.72724690000177,215.0042919000116,214.95933960001275,216.65084370000113,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Rosey,FORGET,,,,,,,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.7723982000025,None,216.7723982000025,217.9758923000045,217.90409360000922,217.9758923000045,217.9758923000045,218.02582700000494,218.00536130000546,218.27745510000386,218.23506940000516,219.9541184000118,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Aaron,REMEMBER,,,,,,,,,,,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.06799870000395,None,220.06799870000395,221.27803500001028,221.2558437000116,221.36078500001167,221.34513549999974,221.38730520001263,221.36078500001167,221.6284108000109,221.61015010000847,None,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Adela,REMEMBER,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.34507110000413,None,223.34507110000413,224.5649962000025,224.51961570000276,224.60320330000832,224.57599570001184,224.6218072000047,224.6218072000047,224.8867992000014,224.8867992000014,226.58585160000075,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,James,FORGET,,,,,,,,,,,,,,,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6162600000098,None,226.6162600000098,227.81774290000612,227.80906080000568,227.88046759999997,227.88046759999997,227.92727030000242,227.90705230001186,228.15308899999945,228.15308899999945,229.87146120000398,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Eliot,FORGET,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.90926690000924,None,229.90926690000924,231.13696410000557,231.08881370000017,231.1753461000044,231.1753461000044,231.20519980000972,231.18451580000692,231.43517010001233,231.43517010001233,233.1379111999995,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Colby,REMEMBER,,,,,,,,,,,,,,,0,16,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.23564389999956,None,233.23564389999956,234.4415955000004,234.42641870000807,234.5068423000048,234.49069930000405,234.5265999000112,234.5265999000112,234.8044113000069,234.7782775000087,236.48311910001212,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Boyce,FORGET,,,,,,,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.54657120000047,None,236.54657120000047,237.7757217000035,237.75379030000477,237.83590380000533,237.81031070000608,237.85458389999985,237.85458389999985,238.1063831000065,238.08997349999845,None,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Nasha,FORGET,,,,,,,,,,,,,,,0,18,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.83706119999988,None,239.83706119999988,241.03538220000337,241.02552550000837,241.10428250000405,241.0761027000117,241.12522290000925,241.12522290000925,241.40257109999948,241.35543910000706,243.05027820001123,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,Sofia,REMEMBER,,,,,,,,,,,,,,,0,19,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.1349646000017,None,243.1349646000017,244.33393350000551,244.32502200000454,244.40274180000415,244.37734950000595,244.42078430000402,244.42078430000402,244.67562520000502,244.67562520000502,246.38767850000295,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.40892440000607,None,246.40892440000607,None,space,1.721453100006329,246.40892440000607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Flynn,o,,,,,,,,,,,,,,,,,0,0,0,14,,,,,,,,,,,,,248.15296900000249,None,248.15296900000249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.22828260000097,None,250.22828260000097,None,o,1,1.109457200000179,250.22828260000097,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Frank,n,,,,,,,,,,,,,,,,,0,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.42209400000866,None,251.42209400000866,None,n,1,0.05833630000415724,251.42209400000866,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Adela,o,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.53588920000766,None,251.53588920000766,None,o,1,0.09140429999388289,251.53588920000766,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Rosey,o,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.66986870000255,None,251.66986870000255,None,o,1,0.16058470000280067,251.66986870000255,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Sofia,o,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.88537950000318,None,251.88537950000318,None,n,0,0.06331510000745766,251.88537950000318,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Blake,n,,,,,,,,,,,,,,,,,0,5,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.9827218999999,None,251.9827218999999,None,o,0,0.09299889999965671,251.9827218999999,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Felix,n,,,,,,,,,,,,,,,,,0,6,6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.11112470000808,None,252.11112470000808,None,n,1,0.07374249999702442,252.11112470000808,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Floyd,o,,,,,,,,,,,,,,,,,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.224392300006,None,252.224392300006,None,o,1,0.07279450001078658,252.224392300006,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,James,o,,,,,,,,,,,,,,,,,0,8,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.34106060001068,None,252.34106060001068,None,n,0,0.06961829999636393,252.34106060001068,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Carey,o,,,,,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.457184400002,None,252.457184400002,None,o,1,0.06280109999352135,252.457184400002,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Caleb,n,,,,,,,,,,,,,,,,,0,10,10,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.54435690000537,None,252.54435690000537,None,n,1,0.10234769999806304,252.54435690000537,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,David,n,,,,,,,,,,,,,,,,,0,11,11,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.68194260000018,None,252.68194260000018,None,o,0,0.07871519999753218,252.68194260000018,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Hanna,n,,,,,,,,,,,,,,,,,0,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.79579560000275,None,252.79579560000275,None,n,1,0.0887710000097286,252.79579560000275,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Brina,o,,,,,,,,,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.9383850000013,None,252.9383850000013,None,o,1,0.05911539999942761,252.9383850000013,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Heath,o,,,,,,,,,,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0393269000051,None,253.0393269000051,None,n,0,0.0917048999981489,253.0393269000051,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Andre,n,,,,,,,,,,,,,,,,,0,15,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.18046310001228,None,253.18046310001228,None,o,0,0.06600649999745656,253.18046310001228,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Maria,n,,,,,,,,,,,,,,,,,0,16,16,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.28293570000096,None,253.28293570000096,None,n,1,0.08828769999672659,253.28293570000096,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Daren,n,,,,,,,,,,,,,,,,,0,17,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.4117161000031,None,253.4117161000031,None,o,0,0.07543430000077933,253.4117161000031,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Jessa,o,,,,,,,,,,,,,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.51102710000123,None,253.51102710000123,None,n,0,0.07888339999772143,253.51102710000123,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Jason,n,,,,,,,,,,,,,,,,,0,19,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.6441327000066,None,253.6441327000066,None,o,0,0.07483260000299197,253.6441327000066,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Mabel,o,,,,,,,,,,,,,,,,,0,20,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.77216980000958,None,253.77216980000958,None,n,0,0.07341019999876153,253.77216980000958,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Garry,n,,,,,,,,,,,,,,,,,0,21,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.87449580000248,None,253.87449580000248,None,o,0,0.0849403999891365,253.87449580000248,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Sandy,n,,,,,,,,,,,,,,,,,0,22,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.03294689999893,None,254.03294689999893,None,n,1,0.0484266999992542,254.03294689999893,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Eliot,o,,,,,,,,,,,,,,,,,0,23,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.11293970000406,None,254.11293970000406,None,o,1,0.0868651999917347,254.11293970000406,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Abiah,n,,,,,,,,,,,,,,,,,0,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.27461140000378,None,254.27461140000378,None,n,1,0.07256709999637678,254.27461140000378,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Diana,o,,,,,,,,,,,,,,,,,0,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3985876000079,None,254.3985876000079,None,n,0,0.22156380000524223,254.3985876000079,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Liana,o,,,,,,,,,,,,,,,,,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.71734640000795,None,254.71734640000795,None,o,1,0.028459499997552484,254.71734640000795,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Boyce,o,,,,,,,,,,,,,,,,,0,27,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.78039680000802,None,254.78039680000802,None,n,0,0.11787349999940488,254.78039680000802,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Colby,o,,,,,,,,,,,,,,,,,0,28,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.95868029999838,None,254.95868029999838,None,o,1,0.23622610000893474,254.95868029999838,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Elsha,n,,,,,,,,,,,,,,,,,0,29,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.23917990000336,None,255.23917990000336,None,n,1,0.08832470000197645,255.23917990000336,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Dylan,o,,,,,,,,,,,,,,,,,0,30,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.36623210000107,None,255.36623210000107,None,o,1,0.11993729999812786,255.36623210000107,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Nasha,o,,,,,,,,,,,,,,,,,0,31,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.53836180000508,None,255.53836180000508,None,n,0,0.08387120001134463,255.53836180000508,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Brook,n,,,,,,,,,,,,,,,,,0,32,32,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.68531070000608,None,255.68531070000608,None,o,0,0.0507145000010496,255.68531070000608,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Poppy,n,,,,,,,,,,,,,,,,,0,33,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.76949030000833,None,255.76949030000833,None,n,1,0.13117690000217408,255.76949030000833,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
,,,,,,Linda,n,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.96599160000915,None,255.96599160000915,None,o,0,0.09610280000197235,255.96599160000915,None,,,,,2020_Nov_06_0521,XPPSYCH,2020.2.5,60.0557317151768,
